"trial_type","trial_index","time_elapsed","internal_node_id","browser_name","browser_version","os_name","os_version","screen_resolution","participant","age","disorder","language","rt","url","stimulus","button_pressed","replay","soundcheck","success","view_history","key_press","response","window_resolution","Effort","all","reliability","order","version","project","deviceID","audioID","sentenceID","Transcription","reliability_distance","Transcription_diff","Effort_diff"
"html-keyboard-response","26","252764","0.0-28.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","./audio/sim_nm-fs_Babble0_CA02_02.wav","","","","","","null","","","","true","6","3","2","","","","","","","",""
"html-keyboard-response","27","253785","0.0-29.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","28","255594","0.0-30.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","29","269449","0.0-31.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","13853.800000011921","","./audio/sim_nm_Pink0_CA03_03.wav","","0","","","","","{""Transcription"":""Press the pants and sew a button on the dress""}","1536 x 864","","","","","","","","","","","","",""
"html-keyboard-response","30","271264","0.0-32.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","31","278473","0.0-33.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","7200","","./audio/sim_nm_Pink0_CA03_03.wav","","0","","","","","","1536 x 864","55","","","","","","","","","","","",""
"html-keyboard-response","32","278984","0.0-34.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","./audio/sim_nm_Pink0_CA03_03.wav","","","","","","null","","","","true","4","4","2","","","","","","","",""
"html-keyboard-response","33","279994","0.0-35.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","34","281815","0.0-36.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","35","299387","0.0-37.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","17570.79999998212","","./audio/sim_sm_Babble0_CA01_07.wav","","0","","","","","{""Transcription"":""Box the prune inside the stop.""}","1536 x 864","","","","","","","","","","","","",""
"html-keyboard-response","36","301205","0.0-38.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","37","307046","0.0-39.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","5840","","./audio/sim_sm_Babble0_CA01_07.wav","","0","","","","","","1536 x 864","80","","","","","","","","","","","",""
"html-keyboard-response","38","307568","0.0-40.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","./audio/sim_sm_Babble0_CA01_07.wav","","","","","","null","","","","true","","5","2","","","","","","","",""
"html-keyboard-response","39","308574","0.0-41.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","40","310387","0.0-42.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","41","333592","0.0-43.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","23203.399999976158","","./audio/sim_nm-fs_Pink5_CA03_10.wav","","0","","","","","{""Transcription"":""You burp out loud for pleasure.""}","1536 x 864","","","","","","","","","","","","",""
"html-keyboard-response","42","335407","0.0-44.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","43","340349","0.0-45.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","4939","","./audio/sim_nm-fs_Pink5_CA03_10.wav","","0","","","","","","1536 x 864","78","","","","","","","","","","","",""
"html-keyboard-response","44","340866","0.0-46.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","./audio/sim_nm-fs_Pink5_CA03_10.wav","","","","","","null","","","","true","5","6","2","","","","","","","",""
"html-keyboard-response","45","341888","0.0-47.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","46","343696","0.0-48.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","47","357946","0.0-49.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","14247.800000011921","","./audio/sim_sm-fs_Babble0_CA01_08.wav","","0","","","","","{""Transcription"":""The house was shined, popcorn and bourbon.""}","1536 x 864","","","","","","","","","","","","",""
"html-keyboard-response","48","359767","0.0-50.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","49","364919","0.0-51.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","5149","","./audio/sim_sm-fs_Babble0_CA01_08.wav","","0","","","","","","1536 x 864","80","","","","","","","","","","","",""
"html-keyboard-response","50","365438","0.0-52.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","./audio/sim_sm-fs_Babble0_CA01_08.wav","","","","","","null","","","","true","","7","2","","","","","","","",""
"html-keyboard-response","51","366451","0.0-53.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","52","368265","0.0-54.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","53","378946","0.0-55.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","10679.09999999404","","./audio/sim_nm_Babble5_CA02_07.wav","","0","","","","","{""Transcription"":""Smoke and fires, black flame and heat.""}","1536 x 864","","","","","","","","","","","","",""
"html-keyboard-response","54","380765","0.0-56.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","55","386702","0.0-57.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","5931","","./audio/sim_nm_Babble5_CA02_07.wav","","0","","","","","","1536 x 864","43","","","","","","","","","","","",""
"html-keyboard-response","56","387205","0.0-58.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","./audio/sim_nm_Babble5_CA02_07.wav","","","","","","null","","","","true","3","8","2","","","","","","","",""
"html-keyboard-response","57","388214","0.0-59.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","58","390023","0.0-60.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","59","407076","0.0-61.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","17051.09999999404","","./audio/sim_N95_Pink0_CA03_01.wav","","0","","","","","{""Transcription"":""The small duck gnawed a hole in the saw.""}","1536 x 864","","","","","","","","","","","","",""
"html-keyboard-response","60","408886","0.0-62.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","61","413769","0.0-63.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","4880","","./audio/sim_N95_Pink0_CA03_01.wav","","0","","","","","","1536 x 864","83","","","","","","","","","","","",""
"html-keyboard-response","62","414275","0.0-64.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","./audio/sim_N95_Pink0_CA03_01.wav","","","","","","null","","","","true","","9","2","","","","","","","",""
"html-keyboard-response","63","415278","0.0-65.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","64","417085","0.0-66.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","65","432695","0.0-67.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","15609.200000017881","","./audio/sim_nm_Pink5_CA03_09.wav","","0","","","","","{""Transcription"":""It snowed rained and hailed the same morning.""}","1536 x 864","","","","","","","","","","","","",""
"html-keyboard-response","66","434504","0.0-68.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","67","438794","0.0-69.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","4280","","./audio/sim_nm_Pink5_CA03_09.wav","","0","","","","","","1536 x 864","23","","","","","","","","","","","",""
"html-keyboard-response","68","439305","0.0-70.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","./audio/sim_nm_Pink5_CA03_09.wav","","","","","","null","","","","true","","10","2","","","","","","","",""
"html-keyboard-response","69","440325","0.0-71.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","70","442132","0.0-72.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","71","451178","0.0-73.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","9044.90000000596","","./audio/sim_N95_Babble5_CA02_05.wav","","0","","","","","{""Transcription"":""Help the woman get back to work.""}","1536 x 864","","","","","","","","","","","","",""
"html-keyboard-response","72","452979","0.0-74.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","73","456824","0.0-75.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","3840","","./audio/sim_N95_Babble5_CA02_05.wav","","0","","","","","","1536 x 864","32","","","","","","","","","","","",""
"html-keyboard-response","74","457334","0.0-76.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","./audio/sim_N95_Babble5_CA02_05.wav","","","","","","null","","","","true","","11","2","","","","","","","",""
"html-keyboard-response","75","458356","0.0-77.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","76","460164","0.0-78.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","77","471050","0.0-79.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","10884.40000000596","","./audio/sim_nm_quiet_CA01_06.wav","","0","","","","","{""Transcription"":""The juice of lemons makes fine punch.""}","1536 x 864","","","","","","","","","","","","",""
"html-keyboard-response","78","472855","0.0-80.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","79","476360","0.0-81.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","3499","","./audio/sim_nm_quiet_CA01_06.wav","","0","","","","","","1536 x 864","0","","","","","","","","","","","",""
"html-keyboard-response","80","476865","0.0-82.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","./audio/sim_nm_quiet_CA01_06.wav","","","","","","null","","","","true","","12","2","","","","","","","",""
"html-keyboard-response","81","477885","0.0-83.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","82","479693","0.0-84.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","83","490529","0.0-85.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","10835.40000000596","","./audio/sim_nm-fs_Babble0_CA02_02.wav","","0","","","","","{""Transcription"":""A rod is used to catch pink salmon.""}","1536 x 864","","","","","","","","","","","","",""
"html-keyboard-response","84","492334","0.0-86.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","85","497738","0.0-87.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","5400","","./audio/sim_nm-fs_Babble0_CA02_02.wav","","0","","","","","","1536 x 864","26","","","","","","","","","","","",""
"html-keyboard-response","86","498243","0.0-88.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","./audio/sim_nm-fs_Babble0_CA02_02.wav","","","","","","null","","","","true","6","13","2","","","","","","10","NaN","NaN"
"html-keyboard-response","87","499263","0.0-89.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","88","501073","0.0-90.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","89","509156","0.0-91.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","8081.800000011921","","./audio/sim_sm-fs_Pink5_CA03_06.wav","","0","","","","","{""Transcription"":""Two blue fish swam in the tank.""}","1536 x 864","","","","","","","","","","","","",""
"html-keyboard-response","90","510964","0.0-92.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","91","515840","0.0-93.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","4869","","./audio/sim_sm-fs_Pink5_CA03_06.wav","","0","","","","","","1536 x 864","19","","","","","","","","","","","",""
"html-keyboard-response","92","516352","0.0-94.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","./audio/sim_sm-fs_Pink5_CA03_06.wav","","","","","","null","","","","true","","14","2","","","","","","","",""
"html-keyboard-response","93","517364","0.0-95.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","94","519183","0.0-96.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","95","527908","0.0-97.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","8723.90000000596","","./audio/sim_nm-fs_Babble5_CA02_08.wav","","0","","","","","{""Transcription"":""A soft cushion broke the man's fall.""}","1536 x 864","","","","","","","","","","","","",""
"html-keyboard-response","96","529712","0.0-98.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","97","535164","0.0-99.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","5451","","./audio/sim_nm-fs_Babble5_CA02_08.wav","","0","","","","","","1536 x 864","6","","","","","","","","","","","",""
"html-keyboard-response","98","535672","0.0-100.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","./audio/sim_nm-fs_Babble5_CA02_08.wav","","","","","","null","","","","true","","15","2","","","","","","","",""
"html-keyboard-response","99","536689","0.0-101.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","100","538513","0.0-102.0","Chrome","91.0","Windows","10","1536 x 864","60b675f26a586f22d6c47e29","27","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
