"trial_type","trial_index","time_elapsed","internal_node_id","browser_name","browser_version","os_name","os_version","screen_resolution","participant","age","disorder","language","rt","url","stimulus","button_pressed","replay","soundcheck","success","view_history","key_press","response","window_resolution","Effort","all","reliability","order","version","project","deviceID","audioID","sentenceID","Transcription","reliability_distance","Transcription_diff","Effort_diff"
"audio-slider-response","13","263233","0.0-15.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","16389","","./audio/sim_N95_quiet_CA01_03.wav","","0","","","","","","1366 x 768","99","","","","","","","","","","","",""
"html-keyboard-response","14","263747","0.0-16.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_N95_quiet_CA01_03.wav","","","","","","null","","","","true","2","1","2","","","","","","","",""
"html-keyboard-response","15","264764","0.0-17.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","16","266584","0.0-18.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","17","283724","0.0-19.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","17136.90000000596","","./audio/sim_sm-fs_quiet_CA01_02.wav","","0","","","","","{""Transcription"":""please remove to the background""}","1366 x 768","","","","","","","","","","","","",""
"html-keyboard-response","18","285536","0.0-20.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","19","292481","0.0-21.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","6941","","./audio/sim_sm-fs_quiet_CA01_02.wav","","0","","","","","","1366 x 768","72","","","","","","","","","","","",""
"html-keyboard-response","20","293001","0.0-22.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_sm-fs_quiet_CA01_02.wav","","","","","","null","","","","true","","2","2","","","","","","","",""
"html-keyboard-response","21","294011","0.0-23.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","22","295826","0.0-24.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","23","350126","0.0-25.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","54299.29999998212","","./audio/sim_nm_quiet_CA01_05.wav","","1","","","","","{""Transcription"":""lettuce is often served in round bowls""}","1366 x 768","","","","","","","","","","","","",""
"html-keyboard-response","24","351934","0.0-26.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","25","357589","0.0-27.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","5581","","./audio/sim_nm_quiet_CA01_05.wav","","0","","","","","","1366 x 768","50","","","","","","","","","","","",""
"html-keyboard-response","26","358112","0.0-28.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_nm_quiet_CA01_05.wav","","","","","","null","","","","true","","3","2","","","","","","","",""
"html-keyboard-response","27","359116","0.0-29.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","28","360921","0.0-30.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","29","376289","0.0-31.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","15364","","./audio/sim_N95_Babble5_CA02_05.wav","","0","","","","","{""Transcription"":""Help women get back to""}","1366 x 768","","","","","","","","","","","","",""
"html-keyboard-response","30","378101","0.0-32.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","31","383469","0.0-33.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","5368","","./audio/sim_N95_Babble5_CA02_05.wav","","0","","","","","","1366 x 768","46","","","","","","","","","","","",""
"html-keyboard-response","32","383992","0.0-34.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_N95_Babble5_CA02_05.wav","","","","","","null","","","","true","","4","2","","","","","","","",""
"html-keyboard-response","33","385012","0.0-35.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","34","386832","0.0-36.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","35","397704","0.0-37.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","10867.799999982119","","./audio/sim_nm_Babble0_CA02_01.wav","","0","","","","","{""Transcription"":""N/A""}","1366 x 768","","","","","","","","","","","","",""
"html-keyboard-response","36","399523","0.0-38.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","37","407763","0.0-39.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","8229","","./audio/sim_nm_Babble0_CA02_01.wav","","0","","","","","","1366 x 768","100","","","","","","","","","","","",""
"html-keyboard-response","38","408272","0.0-40.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_nm_Babble0_CA02_01.wav","","","","","","null","","","","true","5","5","2","","","","","","","",""
"html-keyboard-response","39","409282","0.0-41.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","40","411092","0.0-42.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","41","421358","0.0-43.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","10260.800000011921","","./audio/sim_sm-fs_Babble0_CA01_08.wav","","0","","","","","{""Transcription"":""N/A""}","1366 x 768","","","","","","","","","","","","",""
"html-keyboard-response","42","423182","0.0-44.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","43","428408","0.0-45.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","5221","","./audio/sim_sm-fs_Babble0_CA01_08.wav","","0","","","","","","1366 x 768","100","","","","","","","","","","","",""
"html-keyboard-response","44","428923","0.0-46.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_sm-fs_Babble0_CA01_08.wav","","","","","","null","","","","true","","6","2","","","","","","","",""
"html-keyboard-response","45","429932","0.0-47.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","46","431752","0.0-48.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","47","449090","0.0-49.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","17323.5","","./audio/sim_sm_quiet_CA01_01.wav","","0","","","","","{""Transcription"":""smooth part""}","1366 x 768","","","","","","","","","","","","",""
"html-keyboard-response","48","450913","0.0-50.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","49","459714","0.0-51.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","8792","","./audio/sim_sm_quiet_CA01_01.wav","","1","","","","","","1366 x 768","50","","","","","","","","","","","",""
"html-keyboard-response","50","460226","0.0-52.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_sm_quiet_CA01_01.wav","","","","","","null","","","","true","6","7","2","","","","","","","",""
"html-keyboard-response","51","461253","0.0-53.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","52","463063","0.0-54.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","53","474138","0.0-55.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","11071.5","","./audio/sim_N95_Pink5_CA03_07.wav","","0","","","","","{""Transcription"":""N/A""}","1366 x 768","","","","","","","","","","","","",""
"html-keyboard-response","54","475962","0.0-56.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","55","488476","0.0-57.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","12509","","./audio/sim_N95_Pink5_CA03_07.wav","","0","","","","","","1366 x 768","100","","","","","","","","","","","",""
"html-keyboard-response","56","488992","0.0-58.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_N95_Pink5_CA03_07.wav","","","","","","null","","","","true","","8","2","","","","","","","",""
"html-keyboard-response","57","490002","0.0-59.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","58","491822","0.0-60.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","59","510692","0.0-61.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","18866.5","","./audio/sim_nm_Pink0_CA03_03.wav","","0","","","","","{""Transcription"":""N/A""}","1366 x 768","","","","","","","","","","","","",""
"html-keyboard-response","60","512512","0.0-62.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","61","516916","0.0-63.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","4400","","./audio/sim_nm_Pink0_CA03_03.wav","","0","","","","","","1366 x 768","50","","","","","","","","","","","",""
"html-keyboard-response","62","517442","0.0-64.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_nm_Pink0_CA03_03.wav","","","","","","null","","","","true","","9","2","","","","","","","",""
"html-keyboard-response","63","518469","0.0-65.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","64","520292","0.0-66.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","65","529877","0.0-67.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","9582.5","","./audio/sim_sm-fs_Babble5_CA02_04.wav","","0","","","","","{""Transcription"":""follow through""}","1366 x 768","","","","","","","","","","","","",""
"html-keyboard-response","66","531692","0.0-68.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","67","538065","0.0-69.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","6371","","./audio/sim_sm-fs_Babble5_CA02_04.wav","","0","","","","","","1366 x 768","99","","","","","","","","","","","",""
"html-keyboard-response","68","538586","0.0-70.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_sm-fs_Babble5_CA02_04.wav","","","","","","null","","","","true","","10","2","","","","","","","",""
"html-keyboard-response","69","539596","0.0-71.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","70","541402","0.0-72.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","71","558502","0.0-73.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","17096.59999999404","","./audio/sim_nm_Pink5_CA03_09.wav","","0","","","","","{""Transcription"":""it snowed rained and hailed the same day""}","1366 x 768","","","","","","","","","","","","",""
"html-keyboard-response","72","560312","0.0-74.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","73","565043","0.0-75.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","4731","","./audio/sim_nm_Pink5_CA03_09.wav","","0","","","","","","1366 x 768","100","","","","","","","","","","","",""
"html-keyboard-response","74","565550","0.0-76.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_nm_Pink5_CA03_09.wav","","","","","","null","","","","true","","11","2","","","","","","","",""
"html-keyboard-response","75","566571","0.0-77.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","76","568385","0.0-78.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","77","585597","0.0-79.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","17209.899999976158","","./audio/sim_nm-fs_Pink5_CA03_10.wav","","0","","","","","{""Transcription"":""read words out loud the same""}","1366 x 768","","","","","","","","","","","","",""
"html-keyboard-response","78","587409","0.0-80.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","79","591138","0.0-81.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","3720","","./audio/sim_nm-fs_Pink5_CA03_10.wav","","0","","","","","","1366 x 768","60","","","","","","","","","","","",""
"html-keyboard-response","80","591654","0.0-82.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_nm-fs_Pink5_CA03_10.wav","","","","","","null","","","","true","1","12","2","","","","","","","",""
"html-keyboard-response","81","592670","0.0-83.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","82","594484","0.0-84.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","83","612405","0.0-85.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","17917.09999999404","","./audio/sim_N95_Pink0_CA03_01.wav","","0","","","","","{""Transcription"":""N/A""}","1366 x 768","","","","","","","","","","","","",""
"html-keyboard-response","84","614210","0.0-86.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","85","620154","0.0-87.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","5939","","./audio/sim_N95_Pink0_CA03_01.wav","","0","","","","","","1366 x 768","50","","","","","","","","","","","",""
"html-keyboard-response","86","620669","0.0-88.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_N95_Pink0_CA03_01.wav","","","","","","null","","","","true","4","13","2","","","","","","","",""
"html-keyboard-response","87","621686","0.0-89.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","88","623500","0.0-90.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","89","652642","0.0-91.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","29134.30000001192","","./audio/sim_sm_Babble5_CA02_03.wav","","0","","","","","{""Transcription"":""the source of q's rivers is the clear springs""}","1366 x 768","","","","","","","","","","","","",""
"html-keyboard-response","90","654462","0.0-92.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","91","662795","0.0-93.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","8328","","./audio/sim_sm_Babble5_CA02_03.wav","","0","","","","","","1366 x 768","27","","","","","","","","","","","",""
"html-keyboard-response","92","663316","0.0-94.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_sm_Babble5_CA02_03.wav","","","","","","null","","","","true","","14","2","","","","","","","",""
"html-keyboard-response","93","664327","0.0-95.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","94","666137","0.0-96.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","95","680699","0.0-97.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","14559","","./audio/sim_N95-fs_Babble5_CA02_06.wav","","0","","","","","{""Transcription"":""A pot of teat helps to pass the ...""}","1366 x 768","","","","","","","","","","","","",""
"html-keyboard-response","96","682512","0.0-98.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","97","687486","0.0-99.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","4971","","./audio/sim_N95-fs_Babble5_CA02_06.wav","","0","","","","","","1366 x 768","64","","","","","","","","","","","",""
"html-keyboard-response","98","687991","0.0-100.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","./audio/sim_N95-fs_Babble5_CA02_06.wav","","","","","","null","","","","true","","15","2","","","","","","","",""
"html-keyboard-response","99","689006","0.0-101.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","100","690817","0.0-102.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","101","707439","0.0-103.0","Chrome","91.0","Windows","10","1366 x 768","6005fb2ba814f058c85de83f","19","no","no","16619","","./audio/sim_nm_Babble5_CA02_07.wav","","0","","","","","{""Transcription"":""smoking fire, black flame""}","1366 x 768","","","","","","","","","","","","",""
