"trial_type","trial_index","time_elapsed","internal_node_id","browser_name","browser_version","os_name","os_version","screen_resolution","participant","age","disorder","language","rt","url","stimulus","button_pressed","replay","soundcheck","success","view_history","key_press","Quality","window_resolution","Loudness","all","reliability","order","version","project","deviceID","audioID","sentenceID","reliability_distance","Quality_diff","Loudness_diff"
"pavlovia","0","31","0.0-0.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","1","120525","0.0-1.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","120327.59500000002","consent_2020-05-12.html","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","2","131504","0.0-2.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","10976.359999999986","","<h2>Welcome to the perception experiment. </h2> <p>In this experiment, you will be asked to listen to audio recordings of amplified speech samples. You will rate the speech along a scale with anchors. Feel free to use as much or as little of the scale as you feel is appropriate. Once the experiment has started, you will be asked not to further adjust your volume or your screen until it has finished.</p>","0","","","","","","","","","","","","","","","","","","",""
"survey-text","3","153366","0.0-3.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","21854.595","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","155440","0.0-4.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","2072.704999999987",""," <p>Thanks! Now let's check if the sound works properly and is set at a comfortable volume.</p>","0","","","","","","","","","","","","","","","","","","",""
"audio-button-response","5","159930","0.0-5.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","4487.1999999999825","","audio/attention/check1_70.wav","0","0","","","","","","","","","","","","","","","","","",""
"html-button-response","6","163257","0.0-6.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","3325.4349999999977","","<p>Please select the sentence you just heard:</p><p></p>","3","","true","","","","","","","","","","","","","","","","",""
"fullscreen","7","166855","0.0-9.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","","","","","","","true","","","","","","","","","","","","","","","",""
"instructions","8","200602","0.0-10.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","33744.70499999999","","","","","","","[{""page_index"":0,""viewing_time"":16044.959999999992},{""page_index"":1,""viewing_time"":12259.080000000016},{""page_index"":2,""viewing_time"":5440.010000000009}]","","","","","","","","","","","","","","",""
"html-keyboard-response","9","201604","0.0-11.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","10","203407","0.0-12.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","11","209528","0.0-13.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","6080","","audio/KAmp_Minibuddy_GBF_6.wav","","0","","","","","0","1920 x 1080","","","","","","","","","","","",""
"html-keyboard-response","12","211333","0.0-14.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","13","216605","0.0-15.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","5272","","audio/KAmp_Minibuddy_GBF_6.wav","","0","","","","","","1920 x 1080","74","","","","","","","","","","",""
"html-keyboard-response","14","217107","0.0-16.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","null","","audio/KAmp_Minibuddy_GBF_6.wav","","","","","","null","0","","74","true","","1","2","","","","","","",""
"html-keyboard-response","15","218109","0.0-17.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","16","219912","0.0-18.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","17","224121","0.0-19.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","4200","","audio/KAmp_NadyWA120BT_MAX_3.wav","","0","","","","","0","1920 x 1080","","","","","","","","","","","",""
"html-keyboard-response","18","225923","0.0-20.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","19","228117","0.0-21.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","2189","","audio/KAmp_NadyWA120BT_MAX_3.wav","","0","","","","","","1920 x 1080","71","","","","","","","","","","",""
"html-keyboard-response","20","228619","0.0-22.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","null","","audio/KAmp_NadyWA120BT_MAX_3.wav","","","","","","null","0","","71","true","","2","2","","","","","","",""
"html-keyboard-response","21","229622","0.0-23.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","22","231423","0.0-24.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","23","236704","0.0-25.0","Chrome","88.0","Windows","10","1920 x 1080","6015db9d967b2501e1fdb144","28","No","Yes","5280","","audio/KAmp_NoDevice_ND_2.wav","","0","","","","","50","1920 x 1080","","","","","","","","","","","",""
