"trial_type","trial_index","time_elapsed","internal_node_id","browser_name","browser_version","os_name","os_version","screen_resolution","participant","age","disorder","language","rt","url","stimulus","button_pressed","replay","soundcheck","success","view_history","key_press","Quality","window_resolution","Loudness","all","reliability","order","version","project","deviceID","audioID","sentenceID","reliability_distance","Quality_diff","Loudness_diff"
"pavlovia","0","15","0.0-0.0","Chrome","88.0","Windows","10","1920 x 1080","5fbdd97ff6e47c0008f6cb51","31","no","yes","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","1","367118","0.0-1.0","Chrome","88.0","Windows","10","1920 x 1080","5fbdd97ff6e47c0008f6cb51","31","no","yes","366934.80500002624","consent_2020-05-12.html","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","2","388048","0.0-2.0","Chrome","88.0","Windows","10","1920 x 1080","5fbdd97ff6e47c0008f6cb51","31","no","yes","20927.83000000054","","<h2>Welcome to the perception experiment. </h2> <p>In this experiment, you will be asked to listen to audio recordings of amplified speech samples. You will rate the speech along a scale with anchors. Feel free to use as much or as little of the scale as you feel is appropriate. Once the experiment has started, you will be asked not to further adjust your volume or your screen until it has finished.</p>","0","","","","","","","","","","","","","","","","","","",""
"survey-text","3","407449","0.0-3.0","Chrome","88.0","Windows","10","1920 x 1080","5fbdd97ff6e47c0008f6cb51","31","no","yes","19392.42499996908","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","409767","0.0-4.0","Chrome","88.0","Windows","10","1920 x 1080","5fbdd97ff6e47c0008f6cb51","31","no","yes","2316.4850000175647",""," <p>Thanks! Now let's check if the sound works properly and is set at a comfortable volume.</p>","0","","","","","","","","","","","","","","","","","","",""
"audio-button-response","5","424278","0.0-5.0","Chrome","88.0","Windows","10","1920 x 1080","5fbdd97ff6e47c0008f6cb51","31","no","yes","14507.985000032932","","audio/attention/check1_70.wav","0","1","","","","","","","","","","","","","","","","","",""
"html-button-response","6","428258","0.0-6.0","Chrome","88.0","Windows","10","1920 x 1080","5fbdd97ff6e47c0008f6cb51","31","no","yes","3978.449999995064","","<p>Please select the sentence you just heard:</p><p></p>","3","","true","","","","","","","","","","","","","","","","",""
"fullscreen","7","432205","0.0-9.0","Chrome","88.0","Windows","10","1920 x 1080","5fbdd97ff6e47c0008f6cb51","31","no","yes","","","","","","","true","","","","","","","","","","","","","","","",""
"instructions","8","470399","0.0-10.0","Chrome","88.0","Windows","10","1920 x 1080","5fbdd97ff6e47c0008f6cb51","31","no","yes","38193.74499999685","","","","","","","[{""page_index"":0,""viewing_time"":20327.44999998249},{""page_index"":1,""viewing_time"":13481.894999975339},{""page_index"":2,""viewing_time"":4383.815000008326}]","","","","","","","","","","","","","","",""
"html-keyboard-response","9","471401","0.0-11.0","Chrome","88.0","Windows","10","1920 x 1080","5fbdd97ff6e47c0008f6cb51","31","no","yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","10","473202","0.0-12.0","Chrome","88.0","Windows","10","1920 x 1080","5fbdd97ff6e47c0008f6cb51","31","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","11","489675","0.0-13.0","Chrome","88.0","Windows","10","1920 x 1080","5fbdd97ff6e47c0008f6cb51","31","no","yes","16451","","audio/KAmp_Spokeman_MAX_7.wav","","0","","","","","10","1920 x 1080","","","","","","","","","","","",""
"html-keyboard-response","12","491480","0.0-14.0","Chrome","88.0","Windows","10","1920 x 1080","5fbdd97ff6e47c0008f6cb51","31","no","yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
