"trial_type","trial_index","time_elapsed","internal_node_id","browser_name","browser_version","os_name","os_version","screen_resolution","participant","age","disorder","language","rt","url","stimulus","button_pressed","replay","soundcheck","success","view_history","key_press","response","window_resolution","Effort","all","reliability","order","version","project","deviceID","audioID","sentenceID","Transcription","reliability_distance","Transcription_diff","Effort_diff"
"html-keyboard-response","10","103135","0.0-12.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","11","136169","0.0-13.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","33030.89999999106","","./audio/sim_N95-fs_Babble0_CA01_10.wav","","3","","","","","{""Transcription"":""A large size of sock.""}","1440 x 900","","","","","","","","","","","","",""
"html-keyboard-response","12","137974","0.0-14.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","13","148839","0.0-15.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","10859","","./audio/sim_N95-fs_Babble0_CA01_10.wav","","0","","","","","","1440 x 900","86","","","","","","","","","","","",""
"html-keyboard-response","14","149343","0.0-16.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","./audio/sim_N95-fs_Babble0_CA01_10.wav","","","","","","null","","","","true","","1","2","","","","","","","",""
"html-keyboard-response","15","150348","0.0-17.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","16","152156","0.0-18.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","17","168954","0.0-19.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","16796.5","","./audio/sim_sm_quiet_CA01_01.wav","","1","","","","","{""Transcription"":""The birch canoe slid on the smooth planks""}","1440 x 900","","","","","","","","","","","","",""
"html-keyboard-response","18","170762","0.0-20.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","19","178690","0.0-21.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","7925","","./audio/sim_sm_quiet_CA01_01.wav","","1","","","","","","1440 x 900","0","","","","","","","","","","","",""
"html-keyboard-response","20","179196","0.0-22.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","./audio/sim_sm_quiet_CA01_01.wav","","","","","","null","","","","true","","2","2","","","","","","","",""
"html-keyboard-response","21","180198","0.0-23.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","22","182000","0.0-24.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","23","208755","0.0-25.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","26752","","./audio/sim_nm-fs_Babble0_CA02_02.wav","","2","","","","","{""Transcription"":""A rod is used for catfish salmon""}","1440 x 900","","","","","","","","","","","","",""
"html-keyboard-response","24","210561","0.0-26.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","25","214716","0.0-27.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","4149","","./audio/sim_nm-fs_Babble0_CA02_02.wav","","0","","","","","","1440 x 900","82","","","","","","","","","","","",""
"html-keyboard-response","26","215221","0.0-28.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","./audio/sim_nm-fs_Babble0_CA02_02.wav","","","","","","null","","","","true","","3","2","","","","","","","",""
"html-keyboard-response","27","216225","0.0-29.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","28","218029","0.0-30.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","29","232442","0.0-31.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","14410.70000000298","","./audio/sim_nm_Babble5_CA02_07.wav","","1","","","","","{""Transcription"":""Smoking fires, black flame engaged""}","1440 x 900","","","","","","","","","","","","",""
"html-keyboard-response","30","234244","0.0-32.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","31","238379","0.0-33.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","4139","","./audio/sim_nm_Babble5_CA02_07.wav","","0","","","","","","1440 x 900","42","","","","","","","","","","","",""
"html-keyboard-response","32","238886","0.0-34.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","./audio/sim_nm_Babble5_CA02_07.wav","","","","","","null","","","","true","","4","2","","","","","","","",""
"html-keyboard-response","33","239887","0.0-35.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","34","241688","0.0-36.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","35","254691","0.0-37.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","13008.79999999702","","./audio/sim_N95-fs_Pink5_CA03_08.wav","","1","","","","","{""Transcription"":""The cold beer and through the cold writer""}","1440 x 900","","","","","","","","","","","","",""
"html-keyboard-response","36","256496","0.0-38.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","37","262145","0.0-39.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","5648","","./audio/sim_N95-fs_Pink5_CA03_08.wav","","0","","","","","","1440 x 900","79","","","","","","","","","","","",""
"html-keyboard-response","38","262651","0.0-40.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","./audio/sim_N95-fs_Pink5_CA03_08.wav","","","","","","null","","","","true","","5","2","","","","","","","",""
"html-keyboard-response","39","263657","0.0-41.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","40","265459","0.0-42.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","41","278674","0.0-43.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","13214.70000000298","","./audio/sim_sm_Pink5_CA03_05.wav","","1","","","","","{""Transcription"":""The beauty of the view stunned the young boy""}","1440 x 900","","","","","","","","","","","","",""
"html-keyboard-response","42","280477","0.0-44.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","43","284104","0.0-45.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","3627","","./audio/sim_sm_Pink5_CA03_05.wav","","0","","","","","","1440 x 900","34","","","","","","","","","","","",""
"html-keyboard-response","44","284610","0.0-46.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","./audio/sim_sm_Pink5_CA03_05.wav","","","","","","null","","","","true","","6","2","","","","","","","",""
"html-keyboard-response","45","285619","0.0-47.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","46","287425","0.0-48.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","47","292302","0.0-49.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","4875.29999999702","","./audio/sim_N95-fs_Pink0_CA03_02.wav","","0","","","","","{""Transcription"":""N/A""}","1440 x 900","","","","","","","","","","","","",""
"html-keyboard-response","48","294105","0.0-50.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","49","297684","0.0-51.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","3573","","./audio/sim_N95-fs_Pink0_CA03_02.wav","","0","","","","","","1440 x 900","100","","","","","","","","","","","",""
"html-keyboard-response","50","298188","0.0-52.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","./audio/sim_N95-fs_Pink0_CA03_02.wav","","","","","","null","","","","true","5","7","2","","","","","","","",""
"html-keyboard-response","51","299190","0.0-53.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","52","300994","0.0-54.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","53","311682","0.0-55.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","10684.09999999404","","./audio/sim_nm-fs_Pink5_CA03_10.wav","","0","","","","","{""Transcription"":""Burped out loud for pleasure""}","1440 x 900","","","","","","","","","","","","",""
"html-keyboard-response","54","313489","0.0-56.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","55","318430","0.0-57.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","4939","","./audio/sim_nm-fs_Pink5_CA03_10.wav","","0","","","","","","1440 x 900","79","","","","","","","","","","","",""
"html-keyboard-response","56","318934","0.0-58.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","./audio/sim_nm-fs_Pink5_CA03_10.wav","","","","","","null","","","","true","4","8","2","","","","","","","",""
"html-keyboard-response","57","319936","0.0-59.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","58","321739","0.0-60.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","59","336740","0.0-61.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","14998.70000000298","","./audio/sim_N95-fs_quiet_CA01_04.wav","","1","","","","","{""Transcription"":""These days a chicken leg is a rare dish""}","1440 x 900","","","","","","","","","","","","",""
"html-keyboard-response","60","338545","0.0-62.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","61","342032","0.0-63.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","3483","","./audio/sim_N95-fs_quiet_CA01_04.wav","","0","","","","","","1440 x 900","0","","","","","","","","","","","",""
"html-keyboard-response","62","342534","0.0-64.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","./audio/sim_N95-fs_quiet_CA01_04.wav","","","","","","null","","","","true","3","9","2","","","","","","","",""
"html-keyboard-response","63","343542","0.0-65.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","64","345345","0.0-66.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","65","359465","0.0-67.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","14117.79999999702","","./audio/sim_nm-fs_Pink0_CA03_04.wav","","1","","","","","{""Transcription"":""The swan died...""}","1440 x 900","","","","","","","","","","","","",""
"html-keyboard-response","66","361267","0.0-68.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","67","365273","0.0-69.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","4005","","./audio/sim_nm-fs_Pink0_CA03_04.wav","","0","","","","","","1440 x 900","80","","","","","","","","","","","",""
"html-keyboard-response","68","365777","0.0-70.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","./audio/sim_nm-fs_Pink0_CA03_04.wav","","","","","","null","","","","true","1","10","2","","","","","","","",""
"html-keyboard-response","69","366780","0.0-71.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","70","368584","0.0-72.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","71","377726","0.0-73.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","9139.90000000596","","./audio/sim_sm-fs_Pink5_CA03_06.wav","","0","","","","","{""Transcription"":""Two blue fish swam in the tank.""}","1440 x 900","","","","","","","","","","","","",""
"html-keyboard-response","72","379532","0.0-74.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","73","386104","0.0-75.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","6571","","./audio/sim_sm-fs_Pink5_CA03_06.wav","","0","","","","","","1440 x 900","0","","","","","","","","","","","",""
"html-keyboard-response","74","386609","0.0-76.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","./audio/sim_sm-fs_Pink5_CA03_06.wav","","","","","","null","","","","true","6","11","2","","","","","","","",""
"html-keyboard-response","75","387612","0.0-77.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","76","389415","0.0-78.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","77","402647","0.0-79.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","13228.39999999106","","./audio/sim_N95_Pink5_CA03_07.wav","","1","","","","","{""Transcription"":""Her purse was filled...""}","1440 x 900","","","","","","","","","","","","",""
"html-keyboard-response","78","404454","0.0-80.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","79","410186","0.0-81.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","5728","","./audio/sim_N95_Pink5_CA03_07.wav","","0","","","","","","1440 x 900","80","","","","","","","","","","","",""
"html-keyboard-response","80","410689","0.0-82.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","./audio/sim_N95_Pink5_CA03_07.wav","","","","","","null","","","","true","","12","2","","","","","","","",""
"html-keyboard-response","81","411693","0.0-83.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","82","413497","0.0-84.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","83","426147","0.0-85.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","12648","","./audio/sim_sm-fs_Babble5_CA02_04.wav","","1","","","","","{""Transcription"":""Kick the box straight and follow through""}","1440 x 900","","","","","","","","","","","","",""
"html-keyboard-response","84","427954","0.0-86.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","85","432801","0.0-87.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","4843","","./audio/sim_sm-fs_Babble5_CA02_04.wav","","0","","","","","","1440 x 900","31","","","","","","","","","","","",""
"html-keyboard-response","86","433304","0.0-88.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","./audio/sim_sm-fs_Babble5_CA02_04.wav","","","","","","null","","","","true","","13","2","","","","","","","",""
"html-keyboard-response","87","434306","0.0-89.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","88","436109","0.0-90.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","89","453728","0.0-91.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","17617.59999999404","","./audio/sim_sm-fs_Babble0_CA01_08.wav","","1","","","","","{""Transcription"":""The hogs will spin, popcorn and barbeque""}","1440 x 900","","","","","","","","","","","","",""
"html-keyboard-response","90","455533","0.0-92.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the effort required to understand what the speaker is saying.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-slider-response","91","462575","0.0-93.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","7040","","./audio/sim_sm-fs_Babble0_CA01_08.wav","","0","","","","","","1440 x 900","68","","","","","","","","","","","",""
"html-keyboard-response","92","463079","0.0-94.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","./audio/sim_sm-fs_Babble0_CA01_08.wav","","","","","","null","","","","true","","14","2","","","","","","","",""
"html-keyboard-response","93","464082","0.0-95.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","Next clip (of 36 in total)","","","","","","null","","","","","","","","","","","","","","",""
"html-keyboard-response","94","465884","0.0-96.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>what the speaker is saying and type exactly what you hear.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","","",""
"audio-text-response","95","478718","0.0-97.0","Chrome","91.0","macOS","10.15.7","1440 x 900","60b7a3fa4922f4f386f29045","20","No","Yes","12831.5","","./audio/sim_sm_Pink0_CA02_09.wav","","1","","","","","{""Transcription"":""N/A""}","1440 x 900","","","","","","","","","","","","",""
