"trial_type","trial_index","time_elapsed","internal_node_id","browser_name","browser_version","os_name","os_version","screen_resolution","participant","age","disorder","language","rt","url","stimulus","button_pressed","replay","soundcheck","success","view_history","key_press","Quality","window_resolution","Loudness","all","reliability","order","version","project","deviceID","audioID","sentenceID","reliability_distance","Quality_diff","Loudness_diff"
"pavlovia","0","7","0.0-0.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","1","79899","0.0-1.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","79766.12499999464","consent_2020-05-12.html","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","2","99475","0.0-2.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","19574.41000000108","","<h2>Welcome to the perception experiment. </h2> <p>In this experiment, you will be asked to listen to audio recordings of amplified speech samples. You will rate the speech along a scale with anchors. Feel free to use as much or as little of the scale as you feel is appropriate. Once the experiment has started, you will be asked not to further adjust your volume or your screen until it has finished.</p>","0","","","","","","","","","","","","","","","","","","",""
"survey-text","3","122716","0.0-3.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","23235.08500002208","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","124855","0.0-4.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","2137.6799999852665",""," <p>Thanks! Now let's check if the sound works properly and is set at a comfortable volume.</p>","0","","","","","","","","","","","","","","","","","","",""
"audio-button-response","5","136444","0.0-5.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","11587.460000009742","","audio/attention/check1_70.wav","0","0","","","","","","","","","","","","","","","","","",""
"html-button-response","6","140851","0.0-6.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","4405.979999981355","","<p>Please select the sentence you just heard:</p><p></p>","3","","true","","","","","","","","","","","","","","","","",""
"fullscreen","7","145045","0.0-9.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","","","","","","","true","","","","","","","","","","","","","","","",""
"instructions","8","185717","0.0-10.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","40670.4150000005","","","","","","","[{""page_index"":0,""viewing_time"":22415.77000002144},{""page_index"":1,""viewing_time"":13107.689999975264},{""page_index"":2,""viewing_time"":5146.3000000221655}]","","","","","","","","","","","","","","",""
"html-keyboard-response","9","186720","0.0-11.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","10","188522","0.0-12.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","11","198023","0.0-13.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","9501","","audio/KAmp_Voicebuddy_MAX_7.wav","","0","","","","","3","1536 x 864","","","","","","","","","","","",""
"html-keyboard-response","12","199831","0.0-14.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","13","207125","0.0-15.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","7288","","audio/KAmp_Voicebuddy_MAX_7.wav","","0","","","","","","1536 x 864","67","","","","","","","","","","",""
"html-keyboard-response","14","207627","0.0-16.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","null","","audio/KAmp_Voicebuddy_MAX_7.wav","","","","","","null","3","","67","true","","1","2","","","","","","",""
"html-keyboard-response","15","208640","0.0-17.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","16","210450","0.0-18.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","17","217996","0.0-19.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","7541","","audio/KAmp_Minibuddy_GBF_7.wav","","0","","","","","9","1536 x 864","","","","","","","","","","","",""
"html-keyboard-response","18","219806","0.0-20.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","19","224616","0.0-21.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","4800","","audio/KAmp_Minibuddy_GBF_7.wav","","0","","","","","","1536 x 864","57","","","","","","","","","","",""
"html-keyboard-response","20","225118","0.0-22.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","null","","audio/KAmp_Minibuddy_GBF_7.wav","","","","","","null","9","","57","true","","2","2","","","","","","",""
"html-keyboard-response","21","226121","0.0-23.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","22","227938","0.0-24.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","23","236507","0.0-25.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","8560","","audio/KAmp_Boomvox_GBF_2.wav","","0","","","","","37","1536 x 864","","","","","","","","","","","",""
"html-keyboard-response","24","238310","0.0-26.0","Chrome","88.0","Windows","10","1536 x 864","5d5b30eb8a14b0001a5d9a4f","39","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
