"trial_type","trial_index","time_elapsed","internal_node_id","browser_name","browser_version","os_name","os_version","screen_resolution","participant","age","disorder","language","rt","url","stimulus","button_pressed","replay","soundcheck","success","view_history","key_press","Quality","window_resolution","Loudness","all","reliability","order","version","project","deviceID","audioID","sentenceID","reliability_distance","Quality_diff","Loudness_diff"
"pavlovia","0","41","0.0-0.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","1","84060","0.0-1.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","83829.6449999325","consent_2020-05-12.html","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","2","102422","0.0-2.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","18355.359999928623","","<h2>Welcome to the perception experiment. </h2> <p>In this experiment, you will be asked to listen to audio recordings of amplified speech samples. You will rate the speech along a scale with anchors. Feel free to use as much or as little of the scale as you feel is appropriate. Once the experiment has started, you will be asked not to further adjust your volume or your screen until it has finished.</p>","0","","","","","","","","","","","","","","","","","","",""
"survey-text","3","115758","0.0-3.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","13314.860000042245","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","117755","0.0-4.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","1994.270000141114",""," <p>Thanks! Now let's check if the sound works properly and is set at a comfortable volume.</p>","0","","","","","","","","","","","","","","","","","","",""
"audio-button-response","5","130988","0.0-5.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","13227.855000179261","","audio/attention/check1_70.wav","0","2","","","","","","","","","","","","","","","","","",""
"html-button-response","6","133076","0.0-6.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","2085.4249999392778","","<p>Please select the sentence you just heard:</p><p></p>","3","","true","","","","","","","","","","","","","","","","",""
"fullscreen","7","136237","0.0-9.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","","","","","","","true","","","","","","","","","","","","","","","",""
"instructions","8","175748","0.0-10.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","39509.65999998152","","","","","","","[{""page_index"":0,""viewing_time"":27020.249999826774},{""page_index"":1,""viewing_time"":9639.710000017658},{""page_index"":2,""viewing_time"":2848.1850000098348}]","","","","","","","","","","","","","","",""
"html-keyboard-response","9","176751","0.0-11.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","10","178554","0.0-12.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","11","189899","0.0-13.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","11021","","audio/KAmp_Addvox_GBF_1.wav","","0","","","","","9","1536 x 864","","","","","","","","","","","",""
"html-keyboard-response","12","191711","0.0-14.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","13","195723","0.0-15.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","4011","","audio/KAmp_Addvox_GBF_1.wav","","0","","","","","","1536 x 864","35","","","","","","","","","","",""
"html-keyboard-response","14","196236","0.0-16.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","audio/KAmp_Addvox_GBF_1.wav","","","","","","null","9","","35","true","2","1","2","","","","","","",""
"html-keyboard-response","15","197250","0.0-17.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","16","199061","0.0-18.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","17","205795","0.0-19.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","6731","","audio/KAmp_Boomvox_GBF_4.wav","","0","","","","","13","1536 x 864","","","","","","","","","","","",""
"html-keyboard-response","18","207597","0.0-20.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","19","213241","0.0-21.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","5651","","audio/KAmp_Boomvox_GBF_4.wav","","0","","","","","","1536 x 864","49","","","","","","","","","","",""
"html-keyboard-response","20","213747","0.0-22.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","audio/KAmp_Boomvox_GBF_4.wav","","","","","","null","13","","49","true","","2","2","","","","","","",""
"html-keyboard-response","21","214759","0.0-23.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","22","216562","0.0-24.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","23","223866","0.0-25.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","7299","","audio/KAmp_NadyWA120BT_MAX_7.wav","","1","","","","","11","1536 x 864","","","","","","","","","","","",""
"html-keyboard-response","24","225678","0.0-26.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","25","228771","0.0-27.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","3091","","audio/KAmp_NadyWA120BT_MAX_7.wav","","0","","","","","","1536 x 864","50","","","","","","","","","","",""
"html-keyboard-response","26","229274","0.0-28.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","audio/KAmp_NadyWA120BT_MAX_7.wav","","","","","","null","11","","50","true","10","3","2","","","","","","",""
"html-keyboard-response","27","230282","0.0-29.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","28","232089","0.0-30.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","29","236211","0.0-31.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","4109","","audio/KAmp_Spokeman_MAX_4.wav","","0","","","","","6","1536 x 864","","","","","","","","","","","",""
"html-keyboard-response","30","238013","0.0-32.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","31","243131","0.0-33.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","5109","","audio/KAmp_Spokeman_MAX_4.wav","","0","","","","","","1536 x 864","18","","","","","","","","","","",""
"html-keyboard-response","32","243633","0.0-34.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","audio/KAmp_Spokeman_MAX_4.wav","","","","","","null","6","","18","true","","4","2","","","","","","",""
"html-keyboard-response","33","244639","0.0-35.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","34","246441","0.0-36.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","35","254394","0.0-37.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","7949","","audio/KAmp_NoDevice_ND_4.wav","","0","","","","","10","1536 x 864","","","","","","","","","","","",""
"html-keyboard-response","36","256201","0.0-38.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","37","258883","0.0-39.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","2680","","audio/KAmp_NoDevice_ND_4.wav","","0","","","","","","1536 x 864","0","","","","","","","","","","",""
"html-keyboard-response","38","259392","0.0-40.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","audio/KAmp_NoDevice_ND_4.wav","","","","","","null","10","","0","true","","5","2","","","","","","",""
"html-keyboard-response","39","260404","0.0-41.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","40","262210","0.0-42.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","41","267931","0.0-43.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","5709","","audio/KAmp_Voicebuddy_MAX_6.wav","","0","","","","","50","1536 x 864","","","","","","","","","","","",""
"html-keyboard-response","42","269733","0.0-44.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","43","272651","0.0-45.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","2909","","audio/KAmp_Voicebuddy_MAX_6.wav","","0","","","","","","1536 x 864","41","","","","","","","","","","",""
"html-keyboard-response","44","273156","0.0-46.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","audio/KAmp_Voicebuddy_MAX_6.wav","","","","","","null","50","","41","true","","6","2","","","","","","",""
"html-keyboard-response","45","274172","0.0-47.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","46","275974","0.0-48.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","47","280643","0.0-49.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","4669","","audio/KAmp_NoDevice_ND_6.wav","","0","","","","","50","1536 x 864","","","","","","","","","","","",""
"html-keyboard-response","48","282447","0.0-50.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","49","285875","0.0-51.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","3429","","audio/KAmp_NoDevice_ND_6.wav","","0","","","","","","1536 x 864","8","","","","","","","","","","",""
"html-keyboard-response","50","286385","0.0-52.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","audio/KAmp_NoDevice_ND_6.wav","","","","","","null","50","","8","true","4","7","2","","","","","","",""
"html-keyboard-response","51","287397","0.0-53.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","52","289206","0.0-54.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","53","293380","0.0-55.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","4171","","audio/KAmp_Voicebuddy_MAX_7.wav","","0","","","","","26","1536 x 864","","","","","","","","","","","",""
"html-keyboard-response","54","295183","0.0-56.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","55","297947","0.0-57.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","2760","","audio/KAmp_Voicebuddy_MAX_7.wav","","0","","","","","","1536 x 864","39","","","","","","","","","","",""
"html-keyboard-response","56","298453","0.0-58.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","audio/KAmp_Voicebuddy_MAX_7.wav","","","","","","null","26","","39","true","","8","2","","","","","","",""
"html-keyboard-response","57","299469","0.0-59.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","58","301278","0.0-60.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","59","306267","0.0-61.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","4989","","audio/KAmp_NoDevice_ND_1.wav","","0","","","","","18","1536 x 864","","","","","","","","","","","",""
"html-keyboard-response","60","308073","0.0-62.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","61","310707","0.0-63.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","2629","","audio/KAmp_NoDevice_ND_1.wav","","0","","","","","","1536 x 864","5","","","","","","","","","","",""
"html-keyboard-response","62","311221","0.0-64.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","audio/KAmp_NoDevice_ND_1.wav","","","","","","null","18","","5","true","6","9","2","","","","","","",""
"html-keyboard-response","63","312234","0.0-65.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","Next clip (of 70 in total)","","","","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","64","314045","0.0-66.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the QUALITY of the speech audio.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","65","318019","0.0-67.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","3971","","audio/foil4_capev6_noise-3snr.wav","","0","","","","","60","1536 x 864","","","","","","","","","","","",""
"html-keyboard-response","66","319822","0.0-68.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","<h2> </h2><p><font size=""6"">Please focus on <b></p><p>the LOUDNESS of the speech.</p><p></b> </font></p>","","","","","","null","","","","","","","","","","","","","",""
"audio-slider-response","67","322075","0.0-69.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","2251","","audio/foil4_capev6_noise-3snr.wav","","0","","","","","","1536 x 864","62","","","","","","","","","","",""
"html-keyboard-response","68","322579","0.0-70.0","Chrome","88.0","Windows","10","1536 x 864","5f63ef0a7f3a881644caffe1","21","No","Yes","null","","audio/foil4_capev6_noise-3snr.wav","","","","","","null","60","","62","true","","10","2","","","","","","",""
